
10.01.2019 11:30:00.00,EUR,Medium Impact Expected,ECB Monetary Policy Meeting Accounts,,,
10.01.2019 12:30:00.00,CAD,Low Impact Expected,Building Permits m/m,2.60%,-0.50%,-0.40%
10.01.2019 12:30:00.00,CAD,Low Impact Expected,NHPI m/m,0.00%,0.00%,0.00%
10.01.2019 12:30:00.00,USD,Low Impact Expected,Unemployment Claims,216K,226K,233K
10.01.2019 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,-91B,-62B,-20B
10.01.2019 16:40:00.00,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
10.01.2019 16:45:00.00,USD,High Impact Expected,Fed Chair Powell Speaks,,,
10.01.2019 17:00:00.00,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
10.01.2019 17:01:00.00,USD,Low Impact Expected,30-y Bond Auction,3.04|2.2,,3.17|2.3
10.01.2019 20:30:00.00,AUD,Low Impact Expected,AIG Construction Index,42.6,,44.5
10.01.2019 20:45:00.00,NZD,Low Impact Expected,Building Consents m/m,-2.00%,,1.40%
10.01.2019 22:30:00.00,JPY,Low Impact Expected,Household Spending y/y,-0.60%,0.00%,-0.30%
10.01.2019 22:50:00.00,JPY,Low Impact Expected,Bank Lending y/y,2.40%,2.10%,2.10%
10.01.2019 22:50:00.00,JPY,Low Impact Expected,Current Account,1.44T,1.10T,1.21T
10.01.2019 23:00:00.00,USD,Medium Impact Expected,FOMC Member Clarida Speaks,,,
10.01.2019 23:30:00.00,AUD,High Impact Expected,Retail Sales m/m,0.40%,0.30%,0.30%
11.01.2019 04:03:00.00,JPY,Low Impact Expected,Economy Watchers Sentiment,48,50.5,51
11.01.2019 08:00:00.00,EUR,Low Impact Expected,Italian Industrial Production m/m,-1.60%,-0.30%,-0.10%
11.01.2019 08:30:00.00,GBP,High Impact Expected,GDP m/m,0.20%,0.10%,0.10%
11.01.2019 08:30:00.00,GBP,High Impact Expected,Manufacturing Production m/m,-0.30%,0.40%,-0.60%
11.01.2019 08:30:00.00,GBP,Low Impact Expected,Construction Output m/m,0.60%,0.20%,0.00%
11.01.2019 08:30:00.00,GBP,Low Impact Expected,Goods Trade Balance,-12.0B,-11.4B,-11.9B
11.01.2019 08:30:00.00,GBP,Low Impact Expected,Index of Services 3m/3m,0.30%,0.20%,0.30%
11.01.2019 08:30:00.00,GBP,Low Impact Expected,Industrial Production m/m,-0.40%,0.30%,-0.50%
11.01.2019 12:30:00.00,USD,High Impact Expected,CPI m/m,-0.10%,-0.10%,0.00%
11.01.2019 12:30:00.00,USD,High Impact Expected,Core CPI m/m,0.20%,0.20%,0.20%
11.01.2019 13:02:00.00,GBP,Low Impact Expected,NIESR GDP Estimate,0.30%,,0.30%
13.01.2019 04:00:00.00,JPY,Non-Economic,Bank Holiday,,,
13.01.2019 23:09:00.00,AUD,Medium Impact Expected,MI Inflation Gauge m/m,0.40%,,0.00%
14.01.2019 06:00:00.00,EUR,Low Impact Expected,German WPI m/m,-1.20%,0.30%,0.20%
14.01.2019 09:00:00.00,EUR,Low Impact Expected,Industrial Production m/m,-1.70%,0.30%,0.10%
14.01.2019 20:00:00.00,NZD,Medium Impact Expected,NZIER Business Confidence,-17,,-30
14.01.2019 20:45:00.00,NZD,Low Impact Expected,FPI m/m,-0.20%,,-0.60%
14.01.2019 22:50:00.00,JPY,Low Impact Expected,M2 Money Stock y/y,2.40%,2.40%,2.30%
15.01.2019 04:59:00.00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,-18.30%,,-17.00%
15.01.2019 06:45:00.00,EUR,Low Impact Expected,French Final CPI m/m,0.00%,0.00%,0.00%
15.01.2019 06:45:00.00,EUR,Low Impact Expected,French Gov Budget Balance,-95.6B,,-87.0B
15.01.2019 09:00:00.00,EUR,Low Impact Expected,Trade Balance,15.1B,13.2B,13.5B
15.01.2019 12:30:00.00,USD,High Impact Expected,PPI m/m,-0.20%,-0.10%,0.10%
15.01.2019 12:30:00.00,USD,Medium Impact Expected,Core PPI m/m,-0.10%,0.20%,0.30%
15.01.2019 12:30:00.00,USD,Low Impact Expected,Empire State Manufacturing Index,3.9,11.6,10.9
15.01.2019 13:14:00.00,NZD,Low Impact Expected,GDT Price Index,4.20%,,2.80%
15.01.2019 14:00:00.00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
15.01.2019 14:02:00.00,USD,Low Impact Expected,IBD/TIPP Economic Optimism,52.3,53.1,52.6
15.01.2019 17:00:00.00,USD,Medium Impact Expected,FOMC Member George Speaks,,,
15.01.2019 18:39:00.00,GBP,High Impact Expected,Parliament Brexit Vote,Reject,Reject,
15.01.2019 22:30:00.00,AUD,Medium Impact Expected,Westpac Consumer Sentiment,-4.70%,,0.10%
15.01.2019 22:50:00.00,JPY,Low Impact Expected,Core Machinery Orders m/m,0.00%,3.30%,7.60%
15.01.2019 22:50:00.00,JPY,Low Impact Expected,PPI y/y,1.50%,1.80%,2.30%
16.01.2019 03:30:00.00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,-0.30%,-0.50%,2.20%
16.01.2019 06:00:00.00,EUR,Low Impact Expected,German Final CPI m/m,0.10%,0.10%,0.10%
16.01.2019 08:15:00.00,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
16.01.2019 08:30:00.00,GBP,High Impact Expected,CPI y/y,2.10%,2.10%,2.30%
16.01.2019 08:30:00.00,GBP,Medium Impact Expected,PPI Input m/m,-1.00%,-1.50%,-2.60%
16.01.2019 08:30:00.00,GBP,Medium Impact Expected,RPI y/y,2.70%,2.90%,3.20%
16.01.2019 08:30:00.00,GBP,Low Impact Expected,Core CPI y/y,1.90%,1.80%,1.80%
16.01.2019 08:30:00.00,GBP,Low Impact Expected,HPI y/y,2.80%,3.00%,2.70%
16.01.2019 08:30:00.00,GBP,Low Impact Expected,PPI Output m/m,-0.30%,0.10%,0.10%
16.01.2019 09:34:00.00,EUR,Low Impact Expected,German 30-y Bond Auction,0.85|1.1,,1.04|1.2
16.01.2019 12:30:00.00,USD,Low Impact Expected,Import Prices m/m,-1.00%,-1.30%,-1.90%
16.01.2019 13:30:00.00,GBP,Low Impact Expected,CB Leading Index m/m,-0.50%,,-0.40%
16.01.2019 14:00:00.00,USD,Low Impact Expected,NAHB Housing Market Index,58,56,56
16.01.2019 14:30:00.00,USD,Low Impact Expected,Crude Oil Inventories,-2.7M,-1.4M,-1.7M
16.01.2019 18:00:00.00,USD,Low Impact Expected,Beige Book,,,
16.01.2019 18:15:00.00,GBP,High Impact Expected,Govt Confidence Vote,,,
16.01.2019 23:00:00.00,AUD,Low Impact Expected,MI Inflation Expectations,3.50%,,4.00%
16.01.2019 23:01:00.00,GBP,Low Impact Expected,RICS House Price Balance,-19%,-13%,-11%
16.01.2019 23:30:00.00,AUD,Low Impact Expected,Home Loans m/m,-0.90%,-1.50%,2.10%
17.01.2019 02:20:00.00,JPY,High Impact Expected,BOJ Gov Kuroda Speaks,,,
17.01.2019 08:00:00.00,EUR,Low Impact Expected,Italian Trade Balance,3.84B,2.89B,3.82B
17.01.2019 08:30:00.00,GBP,Medium Impact Expected,BOE Credit Conditions Survey,,,
17.01.2019 09:00:00.00,EUR,Low Impact Expected,Final CPI y/y,1.60%,1.70%,1.60%
17.01.2019 09:00:00.00,EUR,Low Impact Expected,Final Core CPI y/y,1.00%,1.00%,1.00%
17.01.2019 12:30:00.00,CAD,Low Impact Expected,ADP Non-Farm Employment Change,-13.0K,,74.0K
17.01.2019 12:30:00.00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,17,9.7,9.4
17.01.2019 12:30:00.00,USD,Low Impact Expected,Unemployment Claims,213K,219K,216K
17.01.2019 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,-81B,-73B,-91B
17.01.2019 14:45:00.00,USD,Medium Impact Expected,FOMC Member Quarles Speaks,,,
17.01.2019 20:30:00.00,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,55.1,,53.7
17.01.2019 22:30:00.00,JPY,Low Impact Expected,National Core CPI y/y,0.70%,0.80%,0.90%
18.01.2019 03:30:00.00,JPY,Low Impact Expected,Revised Industrial Production m/m,-1.00%,-1.10%,-1.10%
18.01.2019 06:30:00.00,CHF,Low Impact Expected,PPI m/m,-0.60%,-0.10%,-0.30%
18.01.2019 08:00:00.00,EUR,Low Impact Expected,Current Account,20.3B,24.1B,26.8B
18.01.2019 08:30:00.00,GBP,High Impact Expected,Retail Sales m/m,-0.90%,-0.80%,1.30%
18.01.2019 12:30:00.00,CAD,High Impact Expected,CPI m/m,-0.10%,-0.40%,-0.40%
18.01.2019 12:30:00.00,CAD,Medium Impact Expected,Common CPI y/y,1.90%,1.90%,1.90%
18.01.2019 12:30:00.00,CAD,Medium Impact Expected,Median CPI y/y,1.80%,1.90%,1.80%
18.01.2019 12:30:00.00,CAD,Medium Impact Expected,Trimmed CPI y/y,1.90%,1.90%,1.90%
18.01.2019 12:30:00.00,CAD,Low Impact Expected,Foreign Securities Purchases,9.45B,2.05B,3.97B
18.01.2019 12:32:00.00,CAD,Low Impact Expected,Core CPI m/m,-0.20%,,-0.20%
18.01.2019 13:05:00.00,USD,Medium Impact Expected,FOMC Member Williams Speaks,,,
18.01.2019 13:15:00.00,USD,Low Impact Expected,Capacity Utilization Rate,78.70%,78.60%,78.60%
18.01.2019 13:15:00.00,USD,Low Impact Expected,Industrial Production m/m,0.30%,0.20%,0.40%
18.01.2019 14:00:00.00,USD,Medium Impact Expected,Prelim UoM Consumer Sentiment,90.7,97,98.3
18.01.2019 14:00:00.00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,2.70%,,2.70%
20.01.2019 23:01:00.00,GBP,Low Impact Expected,Rightmove HPI m/m,0.40%,,-1.50%
20.01.2019 23:30:00.00,AUD,Low Impact Expected,HIA New Home Sales m/m,-6.70%,,3.60%
21.01.2019 06:00:00.00,EUR,Low Impact Expected,German PPI m/m,-0.40%,-0.10%,0.10%
21.01.2019 10:00:00.00,EUR,Low Impact Expected,German Buba Monthly Report,,,
21.01.2019 04:00:00.00,USD,Non-Economic,Bank Holiday,,,
21.01.2019 14:35:00.00,GBP,High Impact Expected,Prime Minister May Speaks,,,
21.01.2019 20:30:00.00,NZD,Low Impact Expected,BusinessNZ Services Index,53,,53.4
22.01.2019 04:00:00.00,JPY,Low Impact Expected,BOJ Core CPI y/y,0.40%,0.50%,0.50%
22.01.2019 08:30:00.00,GBP,High Impact Expected,Average Earnings Index 3m/y,3.40%,3.30%,3.30%
22.01.2019 08:30:00.00,GBP,Medium Impact Expected,Public Sector Net Borrowing,2.1B,1.1B,6.3B
22.01.2019 08:30:00.00,GBP,Medium Impact Expected,Unemployment Rate,4.00%,4.10%,4.10%
22.01.2019 08:30:00.00,GBP,Low Impact Expected,Claimant Count Change,20.8K,20.1K,24.8K
22.01.2019 09:00:00.00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,-15,-18.8,-17.5
22.01.2019 09:00:00.00,EUR,Low Impact Expected,ZEW Economic Sentiment,-20.9,-20.1,-21
22.01.2019 12:30:00.00,CAD,Medium Impact Expected,Manufacturing Sales m/m,-1.40%,-0.80%,-0.10%
22.01.2019 12:30:00.00,CAD,Low Impact Expected,Wholesale Sales m/m,-1.00%,-0.30%,0.70%
22.01.2019 14:00:00.00,USD,Low Impact Expected,Existing Home Sales,4.99M,5.27M,5.33M
22.01.2019 14:30:00.00,AUD,Low Impact Expected,CB Leading Index m/m,-0.10%,,-0.50%
22.01.2019 20:45:00.00,NZD,High Impact Expected,CPI q/q,0.10%,0.00%,0.90%
22.01.2019 22:30:00.00,AUD,Low Impact Expected,MI Leading Index m/m,-0.20%,,-0.10%
22.01.2019 22:50:00.00,JPY,Low Impact Expected,Trade Balance,-0.18T,-0.29T,-0.48T
23.01.2019 01:59:00.00,JPY,High Impact Expected,BOJ Outlook Report,,,
23.01.2019 01:59:00.00,JPY,High Impact Expected,Monetary Policy Statement,,,
23.01.2019 01:59:00.00,JPY,Medium Impact Expected,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
23.01.2019 03:30:00.00,JPY,Low Impact Expected,All Industries Activity m/m,-0.30%,-0.40%,2.10%
23.01.2019 05:30:00.00,JPY,High Impact Expected,BOJ Press Conference,,,
23.01.2019 08:30:00.00,GBP,Medium Impact Expected,MPC Member Broadbent Speaks,,,
23.01.2019 10:00:00.00,GBP,Low Impact Expected,CBI Industrial Order Expectations,-1,5,8
23.01.2019 12:30:00.00,CAD,High Impact Expected,Core Retail Sales m/m,-0.60%,-0.40%,-0.20%
23.01.2019 12:30:00.00,CAD,Medium Impact Expected,Retail Sales m/m,-0.90%,-0.60%,0.20%
23.01.2019 13:00:00.00,USD,Low Impact Expected,HPI m/m,0.40%,0.30%,0.40%
23.01.2019 14:00:00.00,EUR,Low Impact Expected,Consumer Confidence,-8,-6,-6
23.01.2019 14:03:00.00,USD,Low Impact Expected,Richmond Manufacturing Index,-2,-2,-8
23.01.2019 21:00:00.00,AUD,Low Impact Expected,Flash Manufacturing PMI,54.3,,54
23.01.2019 21:00:00.00,AUD,Low Impact Expected,Flash Services PMI,51,,52.7
23.01.2019 23:30:00.00,AUD,High Impact Expected,Employment Change,21.6K,17.3K,39.0K
23.01.2019 23:30:00.00,AUD,High Impact Expected,Unemployment Rate,5.00%,5.10%,5.10%
23.01.2019 23:30:00.00,JPY,Low Impact Expected,Flash Manufacturing PMI,50,52.7,52.6
24.01.2019 01:00:00.00,NZD,Low Impact Expected,Credit Card Spending y/y,4.50%,,6.10%
24.01.2019 07:15:00.00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,51.2,50,49.7
24.01.2019 07:15:00.00,EUR,Medium Impact Expected,French Flash Services PMI,47.5,50.6,49
24.01.2019 07:30:00.00,EUR,Medium Impact Expected,German Flash Manufacturing PMI,49.9,51.4,51.5
24.01.2019 07:30:00.00,EUR,Medium Impact Expected,German Flash Services PMI,53.1,52.2,51.8
24.01.2019 08:00:00.00,EUR,Medium Impact Expected,Flash Manufacturing PMI,50.5,51.5,51.4
24.01.2019 08:00:00.00,EUR,Medium Impact Expected,Flash Services PMI,50.8,51.5,51.2
24.01.2019 11:44:00.00,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%
24.01.2019 11:45:00.00,EUR,High Impact Expected,Monetary Policy Statement,,,
24.01.2019 12:30:00.00,EUR,High Impact Expected,ECB Press Conference,,,
24.01.2019 12:30:00.00,USD,Low Impact Expected,Unemployment Claims,199K,219K,212K
24.01.2019 13:45:00.00,USD,Low Impact Expected,Flash Manufacturing PMI,54.9,53.5,53.8
24.01.2019 13:45:00.00,USD,Low Impact Expected,Flash Services PMI,54.2,54,54.4
24.01.2019 14:00:00.00,USD,Low Impact Expected,CB Leading Index m/m,-0.10%,-0.10%,0.20%
24.01.2019 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,-163B,-145B,-81B
24.01.2019 15:00:00.00,USD,Low Impact Expected,Crude Oil Inventories,8.0M,-0.2M,-2.7M
24.01.2019 20:48:00.00,NZD,Low Impact Expected,Visitor Arrivals m/m,2.10%,,4.20%
24.01.2019 22:30:00.00,JPY,Low Impact Expected,Tokyo Core CPI y/y,1.10%,0.90%,0.90%
25.01.2019 08:00:00.00,EUR,Medium Impact Expected,German ifo Business Climate,99.1,100.7,101
25.01.2019 08:30:00.00,GBP,Low Impact Expected,High Street Lending,38.8K,38.9K,39.2K
25.01.2019 10:00:00.00,GBP,Low Impact Expected,CBI Realized Sales,0,3,-13
25.01.2019 12:59:00.00,EUR,Low Impact Expected,Belgian NBB Business Climate,-1.5,-1.4,-0.9
25.01.2019 17:30:00.00,USD,High Impact Expected,President Trump Speaks,,,
27.01.2019 04:00:00.00,AUD,Non-Economic,Bank Holiday,,,
27.01.2019 22:50:00.00,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,
27.01.2019 22:50:00.00,JPY,Low Impact Expected,SPPI y/y,1.10%,1.20%,1.20%
28.01.2019 08:00:00.00,EUR,Low Impact Expected,M3 Money Supply y/y,4.10%,3.80%,3.70%
28.01.2019 08:00:00.00,EUR,Low Impact Expected,Private Loans y/y,3.30%,3.40%,3.30%
28.01.2019 13:00:00.00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
28.01.2019 13:30:00.00,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
28.01.2019 20:45:00.00,NZD,Medium Impact Expected,Trade Balance,264M,225M,-955M
28.01.2019 23:30:00.00,AUD,Low Impact Expected,NAB Business Confidence,3,,3
29.01.2019 06:00:00.00,CHF,Low Impact Expected,Trade Balance,1.90B,4.55B,4.75B
29.01.2019 07:00:00.00,EUR,Medium Impact Expected,Spanish Unemployment Rate,14.50%,14.50%,14.60%
29.01.2019 13:00:00.00,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,4.70%,5.00%,5.00%
29.01.2019 14:00:00.00,USD,High Impact Expected,CB Consumer Confidence,120.2,125,126.6
29.01.2019 22:50:00.00,JPY,Low Impact Expected,Retail Sales y/y,1.30%,0.90%,1.40%
29.01.2019 23:01:00.00,GBP,Low Impact Expected,BRC Shop Price Index y/y,0.40%,,0.30%
29.01.2019 23:30:00.00,AUD,High Impact Expected,CPI q/q,0.50%,0.40%,0.40%
29.01.2019 23:30:00.00,AUD,High Impact Expected,Trimmed Mean CPI q/q,0.40%,0.40%,0.40%
30.01.2019 04:00:00.00,JPY,Low Impact Expected,Consumer Confidence,41.9,42.5,42.7
30.01.2019 05:30:00.00,EUR,Low Impact Expected,French Flash GDP q/q,0.30%,0.20%,0.30%
30.01.2019 06:00:00.00,EUR,Low Impact Expected,German GfK Consumer Climate,10.8,10.3,10.5
30.01.2019 06:00:00.00,EUR,Low Impact Expected,German Import Prices m/m,-1.30%,-0.80%,-1.00%
30.01.2019 04:00:00.00,EUR,Medium Impact Expected,German Prelim CPI m/m,-0.80%,-0.90%,0.10%
30.01.2019 06:45:00.00,EUR,Low Impact Expected,French Consumer Spending m/m,-1.50%,-0.30%,-0.10%
30.01.2019 07:00:00.00,CHF,Low Impact Expected,KOF Economic Barometer,95,96.8,96.4
30.01.2019 08:00:00.00,CHF,Low Impact Expected,Credit Suisse Economic Expectations,-44,,-22.2
30.01.2019 08:30:00.00,GBP,Medium Impact Expected,Net Lending to Individuals m/m,4.8B,4.3B,4.6B
30.01.2019 08:30:00.00,GBP,Low Impact Expected,M4 Money Supply m/m,0.40%,0.20%,0.10%
30.01.2019 08:30:00.00,GBP,Low Impact Expected,Mortgage Approvals,64K,63K,64K
30.01.2019 09:14:00.00,EUR,Low Impact Expected,Italian 10-y Bond Auction,2.60|1.4,,2.70|1.5
30.01.2019 09:34:00.00,EUR,Low Impact Expected,German 10-y Bond Auction,0.20|1.5,,0.29|1.6
30.01.2019 12:15:00.00,USD,Medium Impact Expected,ADP Non-Farm Employment Change,213K,180K,263K
30.01.2019 14:00:00.00,USD,Low Impact Expected,Pending Home Sales m/m,-2.20%,0.80%,-0.90%
30.01.2019 14:30:00.00,USD,Low Impact Expected,Crude Oil Inventories,0.9M,3.0M,8.0M
30.01.2019 18:00:00.00,USD,High Impact Expected,FOMC Statement,,,
30.01.2019 18:00:00.00,USD,High Impact Expected,Federal Funds Rate,2.50%,2.50%,2.50%
30.01.2019 18:30:00.00,USD,High Impact Expected,FOMC Press Conference,,,
30.01.2019 22:50:00.00,JPY,Low Impact Expected,BOJ Summary of Opinions,,,
30.01.2019 22:50:00.00,JPY,Low Impact Expected,Prelim Industrial Production m/m,-0.10%,-0.50%,-1.00%
30.01.2019 23:01:00.00,GBP,Low Impact Expected,GfK Consumer Confidence,-14,-14,-14
30.01.2019 23:30:00.00,AUD,Low Impact Expected,Import Prices q/q,0.50%,0.30%,1.90%
30.01.2019 23:30:00.00,AUD,Low Impact Expected,Private Sector Credit m/m,0.20%,0.30%,0.30%
31.01.2019 04:00:00.00,JPY,Low Impact Expected,Housing Starts y/y,2.10%,2.10%,-0.60%
31.01.2019 05:57:00.00,GBP,Low Impact Expected,Nationwide HPI m/m,0.30%,0.20%,-0.70%
31.01.2019 06:00:00.00,EUR,Low Impact Expected,German Retail Sales m/m,-4.30%,-0.50%,1.40%
31.01.2019 06:45:00.00,EUR,Low Impact Expected,French Prelim CPI m/m,-0.50%,-0.50%,0.00%
31.01.2019 07:00:00.00,EUR,Medium Impact Expected,Spanish Flash GDP q/q,0.70%,0.60%,0.60%
31.01.2019 07:00:00.00,EUR,Low Impact Expected,Spanish Flash CPI y/y,1.00%,1.10%,1.20%
31.01.2019 07:55:00.00,EUR,Low Impact Expected,German Unemployment Change,-2K,-11K,-12K
31.01.2019 08:00:00.00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,10.30%,10.60%,10.50%
31.01.2019 09:00:00.00,EUR,Medium Impact Expected,Prelim Flash GDP q/q,0.20%,0.20%,0.20%
31.01.2019 09:00:00.00,EUR,Low Impact Expected,Italian Prelim GDP q/q,-0.20%,-0.10%,-0.10%
31.01.2019 09:00:00.00,EUR,Low Impact Expected,Unemployment Rate,7.90%,7.90%,7.90%
31.01.2019 11:30:00.00,USD,Low Impact Expected,Challenger Job Cuts y/y,18.70%,,35.30%
31.01.2019 12:30:00.00,CAD,High Impact Expected,GDP m/m,-0.10%,-0.10%,0.30%
31.01.2019 12:30:00.00,CAD,Medium Impact Expected,RMPI m/m,3.80%,3.90%,-11.80%
31.01.2019 12:30:00.00,CAD,Low Impact Expected,IPPI m/m,-0.70%,0.10%,-0.80%
31.01.2019 12:30:00.00,USD,Medium Impact Expected,Employment Cost Index q/q,0.70%,0.80%,0.80%
31.01.2019 12:30:00.00,USD,Low Impact Expected,Unemployment Claims,253K,215K,200K
31.01.2019 13:45:00.00,USD,Medium Impact Expected,Chicago PMI,56.7,61.5,65.4
31.01.2019 14:00:00.00,USD,Low Impact Expected,New Home Sales,657K,569K,562K
31.01.2019 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,-173B,-191B,-163B
31.01.2019 15:00:00.00,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
31.01.2019 16:30:00.00,CAD,Medium Impact Expected,Gov Council Member Wilkins Speaks,,,
31.01.2019 20:00:00.00,USD,Low Impact Expected,TIC Long-Term Purchases,37.6B,30.3B,31.9B
31.01.2019 20:30:00.00,AUD,Low Impact Expected,AIG Manufacturing Index,52.5,,50
31.01.2019 22:30:00.00,JPY,Low Impact Expected,Unemployment Rate,2.40%,2.50%,2.50%
31.01.2019 23:30:00.00,AUD,Low Impact Expected,PPI q/q,0.50%,0.60%,0.80%
31.01.2019 23:30:00.00,JPY,Low Impact Expected,Final Manufacturing PMI,50.3,50,50
